artist_name,total_artist_plays,artist_song_count
Tubeway Army,28,1
Tujiko Noriko,81,3
Tune Up! vs. Italobrothers,958,1
Tunng,4148,3
Turbonegro,566,3
Turbostaat,67,2
Turin Brakes,14,2
Turisas,4281,15
Turnover,14,1
Tweaker,52,3
Tweet,1400,1
Twenty One Pilots,474,8
Twin Shadow,55,2
Twisted Wheel,3,1
Two Door Cinema Club,41145,5
Two Fingers,45,1
Two Gallants,5367,6
Two Steps from Hell,27,1
Ty Segall,224,2
Tycho,6160,6
Tyler Hilton,701,1
"Tyler, the Creator",1011,8
Type O Negative,1916,11
Tyrese,289,2
Tyrone Davis,13,1
Téléphone,1092,1
Télépopmusik,6503,11
Týr,552,2
U.S. Girls,5,1
U.S.D.A.,549,1
U2,18924,23
U96,197,1
UB40,30919,9
UNKLE,1585,10
Udo Jürgens,101,1
Uffie,1077,4
Ufomammut,480,6
Ulrich Schnauss,9862,8
Ultrabeat,4,1
Ultraje A Rigor,282,1
Ultravox,2586,3
Ulver,1155,25
Umbra Et Imago,973,3
Umphrey's McGee,116,1
Uncle Tupelo,640,7
Underneath the Gun,131,4
Underoath,25310,24
Underworld,13838,13
Unearth,4115,20
Unheilig,56,4
United Future Organization,130,3
United Nations,139,6
Univers Zero,4,1
Unk,158,1
Unsun,196,1
Unter Null,183,4
Unwound,479,13
Unwritten Law,3527,3
Upon a Burning Body,1341,5
Urban Species,984,1
Uriah Heep,54,1
Ursula 1000,709,2
Us3,15758,3
Usher,5130,9
Utada,598,6
Utah Jazz,28,1
VHS or Beta,549,1
VKTMS,25,1
VNV Nation,1478,11
Vader,2016,28
Valencia,875,7
Vampire Weekend,79178,10
Van Canto,4,1
Van Halen,186,3
Van Morrison,2416,7
Van She,2322,7
Van der Graaf Generator,313,1
Vance Joy,5562,2
Vanessa Carlton,11491,4
Vanessa Paradis,1540,4
Vanessa da Mata,2501,1
Vanessa-Mae,1131,4
Vangelis,5520,13
Vanilla Ice,33,1
Vapnet,8,1
Vargo,77,1
Varius Manx,54,1
Vas,82,2
Vashti Bunyan,1764,3
Vast,207,2
Vavamuffin,110,2
Vector Lovers,423,3
Veil of Maya,80,4
Velvet Acid Christ,66,3
Velvet Revolver,4383,9
Venetian Snares,3208,28
Vengaboys,628,1
Venom,296,6
Verjnuarmu,1012,5
Veronica Falls,227,3
Veronica Maggio,3507,8
Versailles,3864,4
Veruca Salt,1344,5
Vestal Goodman,40,1
Vetiver,714,1
Vibesquad,171,4
Vibrasphere,516,6
Vicentico,82,1
Ville Valo & Natalia Avelon,354,1
Vince Guaraldi Trio,1491,4
Vintersorg,410,2
Violator,2,1
Violent Femmes,7202,5
Viraemia,94,1
Virtual Boy,117,1
Visage,74,1
Visions of Atlantis,101,1
Vital Remains,235,4
Vitalic,13060,17
Vitamin String Quartet,653,1
Vive La Fête,507,2
Vladislav Delay,61,5
Voicst,117,1
Volbeat,90,2
Volcano Choir,2625,8
Voltaire,3,1
Volumes,601,1
Vomitory,2,1
Voo Voo,83,1
Voodoo Glow Skulls,182,2
Voxtrot,33,2
W.A.S.P.,8,1
Waglewski Fisz Emade,9,1
Wagon Christ,1539,7
Wailing Souls,62,1
Waldeck,2640,10
Wale,726,1
Walls of Jericho,544,4
Walter Wanderley,80,1
Wanda Jackson,58,1
War Of Ages,14071,2
War from a Harlots Mouth,241,7
Warbringer,60,1
Warlock,16,1
Warmen,54,1
Warpaint,2684,3
Warren Zevon,5,1
Washed Out,12353,7
Watain,597,12
Watch TV,501,1
Wave Machines,786,2
Wavves,1942,8
Wax,1,1
Wax Tailor,2648,4
Way Out West,1080,3
Waylon Jennings,330,3
Wayne Shorter,114,4
Wazmo Nariz,587,1
We Are Scientists,2399,10
We Are the Fallen,3705,6
We Are the Ocean,187,1
We Butter the Bread With Butter,68,2
We Came As Romans,9271,7
We Have Band,2154,5
We Smoke Fags,34,1
We Were Promised Jetpacks,4007,2
We the Kings,38414,9
Weather Report,981,3
Weedeater,491,5
Weekend,265,1
Ween,3150,3
Weezer,96163,28
Wes Montgomery,468,4
Westside Connection,11670,4
Wet Wet Wet,1684,1
Weyes Blood,72,1
Wham!,14,1
Wheatus,9707,1
While She Sleeps,253,2
Whirr,68,1
Whiskeytown,3318,7
White Denim,1,1
White Lies,581,4
White Noise,24,1
White Rabbits,6332,5
White Zombie,4500,11
Whitechapel,8633,24
Whitesnake,4192,5
Whitley,8,1
Whitney Houston,595,3
Whodini,208,1
Wibutee,4,1
Widowspeak,88,2
Wilco,30844,30
Wild Belle,1253,2
Wild Child,19,1
Wild Nothing,5019,11
Wiley,2891,1
Wilki,129,3
Wilkinson,13,1
Will Young,1966,1
William Ackerman,81,2
William Basinski,75,3
William Fitzsimmons,7268,4
William Orbit,1661,1
Willie Nelson,331,2
Willy Mason,82,1
Wilson Pickett,30,2
Wim Mertens,177,2
Windir,1317,20
Winds of Plague,1593,8
Windsor For The Derby,2580,1
Wings,54,2
Wintersleep,127,1
Wintersun,1815,7
Wipers,4,2
Wippenberg,213,1
Wir sind Helden,6892,14
Wire,925,3
Wishbone Ash,2,1
Witch,197,2
Witchcraft,462,5
Witchfinder General,2031,5
Within Temptation,7351,11
Wiz Khalifa,9524,5
Wizo,528,3
Wolf Eyes,14,1
Wolf Parade,3807,10
Wolfchant,114,8
Wolfgang Amadeus Mozart,2272,4
Wolfgang Gartner,1192,1
Wolfmother,11289,10
Wolfsheim,1206,9
Wolves in the Throne Room,72,1
Woodkid,1143,4
Woods,376,2
Woods of Ypres,160,1
Woody Guthrie,6,1
Working For A Nuclear Free City,627,2
World Party,733,1
Worm Is Green,1,1
Wu-Tang Clan,3844,3
Wyclef Jean,6428,3
Wye Oak,3,1
X Ambassadors,21,2
X Japan,28,1
X-Fusion,1,1
XIV Dark Centuries,4,1
XTC,4,1
XV,8,1
XXYYXX,65,2
Xandria,1350,10
Xasthur,12,3
Xavier Rudd,19306,9
Ximena Sariñana,842,1
Xiu Xiu,1016,17
Xmal Deutschland,370,1
Xploding Plastix,7688,15
Xscape,221,2
Xzibit,196,3
YNW Melly,73,1
YOB,278,3
YUI,9,1
Yacht,46,2
Yaeji,255,1
Yael Naim,27426,7
Yamasuki,65,1
Yann Tiersen,35378,23
Yanni,495,3
Yazoo,448,3
Yeah Yeah Yeahs,37176,20
Years & Years,88,5
Yeasayer,44037,14
Yelawolf,74,1
Yelle,13551,10
Yello,54,1
Yellow Swans,157,2
Yellowcard,54739,25
Yellowman,313,2
Yes,92,5
Yesterday's New Quintet,114,1
Ying Yang Twins,1792,3
Yma Sumac,598,2
Yndi Halda,879,3
Yngwie Malmsteen,204,4
Yo Gotti,316,1
Yo La Tengo,10201,30
Yonderboi,573,3
You Love Her Coz She's Dead,845,2
You Me at Six,7185,11
Youandewan,10,1
Young Buck,51,2
Young Galaxy,563,1
Young Jeezy,362,6
Young Knives,1012,1
Young Marble Giants,357,2
Young Money,15149,5
Young Thug,191,1
Younger Brother,242,3
Youth Group,192,1
Youth Lagoon,2060,2
Youth of Today,35,1
Yppah,747,5
Yuck,328,1
Yuksek,1,1
Yves Larock,148,1
Yves Montand,544,1
ZZ Top,9511,13
Zac Brown Band,28079,4
Zach Gill,757,3
Zakk Wylde,301,1
Zara Larsson,18,1
Zayn,51,3
Zaz,25,2
Zazie,250,1
Zbigniew Preisner,352,4
Zebda,2265,2
Zebrahead,3448,10
Zeca Baleiro,1322,1
Zedd,9,1
Zee Avi,2236,1
Zeigeist,633,5
Zella Day,93,2
Zeraphine,59,3
Zero 7,36276,20
Zeromancer,1115,3
Ziggy Marley,8439,6
Ziggy Marley & The Melody Makers,318,2
Ziggy x,31,1
Zola Jesus,141,3
Zombie Girl,1153,9
Zombie Zombie,29,1
Zomboy,5,1
Zomby,1810,18
Zoot Woman,799,3
Zoé,786,1
Zuco 103,814,1
Zyklon,129,2
a-ha,1010,2
alt-J,3214,3
blessthefall,9032,9
blink-182,54512,33
bôa,12,1
cLOUDDEAD,126,2
coldrain,19,1
dEUS,758,3
dead prez,605,2
deadmau5,42937,6
dredg,2847,11
edIT,98,1
fun.,14,2
iio,29,1
ill.Gates,3,1
jj,1716,6
k.d. lang,29,1
kyary pamyu pamyu,2,1
maudlin of the Well,104,2
mclusky,1810,9
mewithoutYou,6134,12
mind.in.a.box,211,6
moumoon,760,1
múm,10781,15
oOoOO,30,1
of Montreal,5443,14
pg.lost,231,2
port-royal,80,2
sToa,204,4
school food punishment,104,4
stellastarr*,318,1
t.A.T.u.,16,1
toe,340,4
will.i.am,2685,6
xxxtentacion,487,2
xxxy,38,1
µ-Ziq,429,13
Âme,9,1
Änglagård,42,1
Émilie Simon,1971,6
Étienne de Crécy,710,1
Ólafur Arnalds,9485,26
Órla Fallon,31,2
Ünloco,1,1
Łąki Łan,115,6
Валентин Стрыкало,40,1
Ленинград,7,1
Ночные Снайперы,402,1
عمر دياب,1730,1
アンティック-珈琲店-,745,7
ギルガメッシュ,583,7
ストレイテナー,1000,5
坂本龍一,83,2
嶺川貴子,504,1
平沢進,1742,2
摩天楼オペラ,8,2
東京事変,43,1
梅林茂,806,4
浜崎あゆみ,129,2
譚盾,26,1
雅-MIYAVI-,297,1
鬼束ちひろ,270,2
소녀시대,214,1
