artist_name,total_artist_plays,artist_song_count
Hatcha & Benga,10,1
Hate Eternal,54,2
Hatebreed,5777,11
Hatesphere,88,4
Hatfield and the North,16,1
Hauschka,17,1
Have Heart,171,2
Have a Nice Life,12,1
Hawk Nelson,2979,2
Hawkwind,72,1
Hawthorne Heights,82,2
Hayley Westenra,1295,2
Hazel O'Connor,89,1
Hazmat Modine,8,1
He Is Legend,413,5
Head,677,2
Head Wound City,101,2
Headhunter,5,1
Health,506,5
Heart,38,2
Heartsrevolution,786,1
Heartthrob,25,1
Heathen,5,2
Heatmiser,1634,1
Heatwave,1175,2
Heaven & Hell,729,6
Heaven 17,25,1
Heaven Shall Burn,3180,32
Heavy Heavy Low Low,1250,13
Heidi Montag,22,1
Heimataerde,24,1
Helen Reddy,10,1
Helium Vola,110,2
Hell Is For Heroes,49,1
Hella,835,8
Hellhammer,918,14
Hello Saferide,2773,9
Hellogoodbye,3858,3
Helloween,13022,18
Hellyeah,2520,4
Helmet,1578,11
Hemp Gru,2,1
Henry Jackman,37,1
Henry Mancini,29,1
Henryk Górecki,13,1
Hepcat,30,1
Her Space Holiday,404,2
Herb Alpert and the Tijuana Brass,582,1
Herbert,268,5
Herbert Grönemeyer,810,3
Herbie Hancock,401,4
Hercules and Love Affair,2550,3
Here I Come Falling,155,1
Here We Go Magic,504,1
Herman's Hermits,3496,4
Hess Is More,1331,1
Hevia,515,2
Hexstatic,126,1
Hey,200,2
Hey Monday,1361,4
Hi-Standard,58,1
Hidden Orchestra,28,1
Hidrogenesse,26,1
Hieroglyphics,1733,1
High And Mighty Color,45,2
High Contrast,2288,15
High School Musical,2660,2
High Tone,142,2
High on Fire,1074,14
Hilary Duff,19,1
Hilary Stagg,82,1
Hilight Tribe,142,1
Hillary Lindsey,27,1
Him,2334,7
Himsa,50,2
Hinder,5867,5
Hindi Zahra,4908,6
Hird,2949,5
Hiromi,143,1
His Statue Falls,74,1
Hit the Lights,871,2
Hocico,349,4
Hockey,2624,2
Hocus Pocus,457,1
Holden,1169,2
Hole,14628,26
Holly Brook,1,1
Hollywood Undead,4733,5
Holy Fuck,42233,13
Holy Other,97,4
Hoobastank,5066,12
Hootie & The Blowfish,10,1
Hooverphonic,1966,15
Hope Sandoval & The Warm Inventions,603,6
Hopes Die Last,388,2
Horace Andy,290,1
Horace Silver,229,1
Horse Feathers,13051,9
Horsepower Productions,62,1
Hot Butter,3,1
Hot Chelle Rae,1,1
Hot Chip,46855,16
Hot Hot Heat,9904,9
Hot Water Music,2723,9
House of Pain,9,1
Housse de Racket,16,1
Houston Calls,803,5
How to Destroy Angels,437,1
Howard Shore,140,3
Howie B,31,1
Howie Day,1034,9
Howlin' Wolf,1,1
Hozier,2,1
Hubert Kah,301,2
Hues Corporation,30,1
Huey,1690,1
Huey Lewis & The News,20107,6
Hug,71,1
Hugh Laurie,235,3
Hugh Masekela,165,1
Hum,23,1
Human Hands,160,1
Hund am Strand,100,1
Hundred Reasons,61,1
Hurts,2596,3
Hush,2,1
Hybrid,6384,12
Hyde,5878,2
Hypnotic Brass Ensemble,6,1
Hypocrisy,972,10
Håkan Hellström,3311,16
Héroes del Silencio,8565,3
Hüsker Dü,1025,8
I,63,1
I Am Ghost,900,9
I Am Robot and Proud,210,3
I Blame Coco,49,1
I Break Horses,154,2
I Draw Slow,18,1
I Killed the Prom Queen,194,2
I Love You But I've Chosen Darkness,76,2
I Set My Friends on Fire,8961,8
I'm from Barcelona,8843,5
I:Scintilla,4,1
IAM,829,2
IAMX,1262,4
INDK,8,1
INXS,895,8
Ian Brown,951,3
Ian Van Dahl,69,1
Ibrahim Ferrer,911,5
Ice Cube,52472,1
Ice MC,1662,1
Iced Earth,711,9
Icehouse,91,1
Icon of Coil,156,8
Icona Pop,7,1
Ida Corr,46,1
Ide Adobe Players,128,1
Ideal,100,1
Idle Sons,919,2
Idlewild,3242,5
Idris Muhammad,133,1
If These Trees Could Talk,18,1
Iggy Pop,2603,8
Iglu & Hartly,1693,1
Ignite,1419,6
Ihsahn,675,11
Ikonika,267,3
Il Divo,2415,6
Ill Niño,2111,10
Illumination,1006,1
Ils,38,1
Ima Robot,326,1
Imagination,158,1
Imagine Dragons,529,6
Imelda May,873,1
Immanu El,26,1
Immortal,908,7
Immortal Technique,215,1
Imogen Heap,11027,10
Impending Doom,546,7
Imperanon,65,2
Imperia,281,4
Impetigo,53,1
In Extremo,2656,20
In Flames,39382,50
In Strict Confidence,27,2
In The Woods...,51,2
In This Moment,5167,15
Incantation,17,1
Incognito,41,1
Incubus,54804,33
India.Arie,6767,4
Indian Vibes,108,1
Indigo Girls,5,1
Indila,892,1
Indios Bravos,21,1
Indochine,349,1
Infadels,7,1
Infected Mushroom,54366,49
Infected Mushroom & Yahel,3,1
Influx Uk,28,1
Ingrid Michaelson,159,5
Inhale Exhale,227,2
Insane Clown Posse,7886,15
Insect Warfare,149,12
Insomnium,1120,12
Institute,495,4
Interpol,51086,23
Into Eternity,1187,7
Into The Moat,38,2
Ion Dissonance,398,11
Iration,21,1
Irie Révoltés,1473,3
Irma Thomas,257,1
Iron & Wine,47145,16
Iron Butterfly,120,2
Iron Maiden,25451,43
Iron Savior,75,1
Isaac Hayes,178,2
Isabelle Antena,36,1
Isaiah Rashad,11,1
Ishome,93,1
Isis,8346,26
Islands,25,2
Isobel Campbell & Mark Lanegan,367,4
Isolée,160,1
Israel Vibration,1088,3
Issa Bagayogo,221,1
It Dies Today,2276,11
Italobrothers,77,1
Ive Mendes,167,1
Ivy,2282,2
Iyaz,83,1
J Balvin,17,2
J Boog,23,1
J Dilla,1753,4
J-Kwon,65,1
J. Cole,486,3
J. Holiday,811,2
J. Tillman,268,2
J.B.O.,88,1
J.D. Souther,832,1
J.J. Cale,2841,8
JLS,178,2
JX,247,1
Ja Rule,393,1
Jaakko Eino Kalevi,23,2
Jack Johnson,177147,32
Jack Jones,138,1
Jack Off Jill,427,5
Jack Peñate,5764,7
Jack or Jive,34,1
Jack's Mannequin,14630,10
Jackie DeShannon,1721,1
Jackson Browne,22,2
Jackson C. Frank,4,1
Jackson and His Computer Band,74,2
Jaco Pastorius,325,4
Jacob Miller,107,2
Jacques Brel,183,2
Jacques Dutronc,6,1
Jacques Greene,116,1
Jacques Offenbach,1219,1
Jadakiss,167,2
Jae Millz,3,1
Jaga Jazzist,4453,14
Jagged Edge,3442,2
Jaguar Wright,7,1
Jaguares,3,1
Jah Cure,1045,3
Jah Mason,23,1
Jaheim,22,1
Jain,762,1
Jakalope,68,2
Jake Bugg,71,3
Jakob,331,3
Jakob Dylan,9,1
Jam & Spoon,28,1
Jamaica,91,1
Jamal,1480,14
Jamala,332,1
James,1769,1
James Bay,13,1
James Blake,6069,6
James Blunt,17936,5
James Brown,161,4
James Chance & The Contortions,826,2
James Figurine,11,1
James Holden,1,1
James Horner,1257,2
James Morrison,8153,5
James Newton Howard,540,2
James Taylor,1112,6
James Vincent McMorrow,3,1
James Yuill,84,1
Jamie Cullum,18570,20
Jamie Foxx,13172,2
Jamie Lidell,1901,5
Jamie Lynn Hart,161,1
Jamie T,3077,8
Jamie Woon,7,1
Jamiroquai,12623,20
Jan Delay,3119,10
Jan Hammer,10877,1
Jan Jelinek,8,1
Jane Air,9,1
Jane's Addiction,3403,12
Janelle Monáe,949,2
Janet Jackson,7795,4
Janis Joplin,858,9
Janusz Olejniczak,551,1
Japan,165,1
Japandroids,2369,10
Japanther,865,3
Jarabe de Palo,2783,5
Jaron And The Long Road To Love,9,1
Jarvis Cocker,639,3
Jasmine Thompson,1230,1
Jason Aldean,22170,4
Jason Collett,91,1
Jason Derülo,798,2
Jason Michael Carroll,192,1
Jason Mraz,3106,7
Javier Navarrete,739,1
Jawbreaker,915,9
Jay Reatard,252,1
Jay-Jay Johanson,78,3
Jay-Z,24176,13
Jaymay,10493,3
Jazmine Sullivan,8,2
Jazzamor,2545,9
Jazzanova,3862,7
Jazztronik,120,1
Jean Michel Jarre,35,1
Jean Sibelius,555,1
Jean-Claude Chapuis,669,1
Jedi Mind Tricks,56,1
Jeff Alexander,92,1
Jeff Beck,154,5
Jeff Buckley,6292,9
Jefferson Airplane,479,4
Jefferson Starship,221,1
Jel,830,2
Jem,2436,6
Jennifer Daniels,58,1
Jennifer Hudson,152,3
Jennifer Lopez,6758,5
Jennifer Rostock,385,1
Jenny Lewis,4975,8
Jenny Owen Youngs,2230,2
Jenny Wilson,425,2
Jens Lekman,1488,16
Jeremih,5376,2
Jeremy Soule,149,3
Jermaine Jackson & Pia Zadora,71,1
Jerrod Niemann,793,1
Jerry Cantrell,173,4
Jerry Lee Lewis,10,1
Jerry Rivera,189,1
Jeru the Damaja,256,1
Jesper Kyd,2387,1
Jesse Cook,3928,7
Jesse McCartney,485,2
Jesse Rose,198,1
Jessica Simpson,79,1
Jessie J,82,1
Jessie Ware,55,1
Jesu,20,2
Jesus On Extasy,229,5
Jet,139,7
Jethro Tull,1889,3
Jets to Brazil,677,1
Jewel,6440,2
Jex Thoth,16,1
Jill Barber,62,1
Jill Scott,3266,5
Jill Tracy,327,1
Jim Brickman,297,1
Jim Croce,6,1
Jim Sturgess,23,2
Jim White,254,2
Jimi Hendrix,12693,24
Jimmy Buffett,2863,2
Jimmy Cliff,9,1
Jimmy Durante,21,2
Jimmy Eat World,40085,27
Jimmy Page,230,3
Jimmy Soul,3403,1
JoJo,43,2
Joachim Witt,3,1
Joan Armatrading,877,1
Joan Baez,168,2
Joan Jett and the Blackhearts,3411,2
Joan as Police Woman,680,3
Joanna Gruesome,102,1
Joaquín Sabina,116,1
Job for a Cowboy,5493,10
Jocelyn Brown,636,1
Jochen Miller,327,1
Jodeci,2376,1
Joe,7,1
Joe Bonamassa,1837,5
Joe Cocker,3216,6
Joe Esposito,8,1
Joe Henderson,30,1
Joe Jackson,1075,4
Joe Jonas,584,1
Joe Nichols,13229,8
Joe Satriani,1354,9
Joe Strummer,11,1
Joe Strummer and the Mescaleros,6299,7
Joe Walsh,8,2
Johann Sebastian Bach,18,2
John Anderson,1191,2
John Brown's Body,1239,1
John Cage,705,6
John Cale,192,3
John Coltrane,826,2
John Dahlbäck,291,1
John Denver,1752,3
John Fahey,19,1
John Fogerty,640,3
John Foxx,36,1
John Frusciante,6671,12
John Grant,207,1
John Hiatt,38,3
John Holt,257,2
John Lee Hooker,54,1
John Legend,32011,8
John Legend & The Roots,2,1
John Lennon,534,4
John Martyn,800,1
John Maus,384,4
John Mayer,160425,19
John Mellencamp,94,1
John Michael Montgomery,158,1
John Newman,277,1
John Paul Jones,12,1
John Powell,49,1
John Prine,7859,5
John Scofield,85,1
John Tavener,853,2
John Travolta,16,1
John Trudell,29,1
John Waite,23,1
John Williams,282,1
Johnnie Taylor,179,2
Johnny & The Hurricanes,16,1
Johnny Bristol,515,1
Johnny Cash,6280,28
Johnny Gill,1508,1
Johnny Hates Jazz,47,1
Johnny Kidd & The Pirates,394,1
Johnny Truant,12,3
Johnny Winter,95,1
Johnossi,3517,10
Jolie Holland,601,1
Jomanda,14,1
Jon & Vangelis,2114,7
Jon Bellion,184,1
Jon Brion,32,1
Jon Foreman,415,2
Jon Hassell,33,1
Jon Hopkins,2584,9
Jon McLaughlin,1943,5
Jon Schmidt,64,1
Jon Secada,8,1
Jona Lewie,779,1
Jonas Brothers,12605,6
Jonas Steur,17,1
Jonathan Coulton,10752,2
Jonathan Johansson,343,1
Joni Mitchell,1394,13
Jonny Greenwood,1010,10
Jonny Lang,1489,3
Jordan Pruitt,125,1
Jordin Sparks,16296,5
Jorge Ben,106,2
Jorge Drexler,4831,1
Joris Delacroix,2,1
Josh Gracin,50,1
Josh Groban,5922,8
Josh Ritter,4909,2
Josh Rouse,592,3
Josh Thompson,553,2
Josh Turner,13667,2
Joshua Radin,33453,7
Joss Stone,1241,5
José González,38317,16
José James,164,1
José Padilla,3950,1
Journey,345,5
Joy Division,1256,9
Joyce Manor,14,1
João Gilberto,758,2
Jr. Walker & The All Stars,689,2
Juana Molina,157,1
Juanes,13063,2
Judas Priest,3292,13
Judge Dread,94,1
Judy Garland,581,1
Judy Kuhn,268,1
Juelz Santana,41,1
Juice Newton,72,1
Juice WRLD,3,1
Julee Cruise,35,1
Juli,157,2
Julia Fordham,185,1
Julia Kent,132,1
Julian Casablancas,4205,6
Julian Marley,339,2
Julian Plenti,3219,6
Julianna Barwick,34,1
Julianne Hough,1535,2
Julien Doré,227,1
Julien Neto,6,1
Julieta Venegas,5266,1
Juliette and the Licks,6,1
July Skies,17,2
June Carter Cash,1807,1
June Christy,9,2
Jungle,173,1
Junior Boys,10097,14
Junior Jack,18,1
Junior Kelly,479,4
Junior Kimbrough,603,1
Junior M.A.F.I.A.,45,1
Junior Murvin,41,2
Junior Senior,176,2
Junip,5719,5
Junkie XL,417,3
Juno Reactor,6373,13
Jupiter Jones,277,1
Jurassic 5,9475,6
Just Jack,15647,5
Just Surrender,901,1
Justice,56964,12
Justin Bieber,231001,18
Justin Hinds & The Dominoes,613,2
Justin Nozuka,2896,4
Justin Timberlake,112,2
Justin Vernon + Aaron Dessner,710,1
Justyna Steczkowska,19,1
Juvelen,6,1
Juvenile,1129,1
Jóhann Jóhannsson,1115,7
Jónsi,19,1
K'naan,13564,3
K's Choice,58,1
K-Ci & JoJo,1200,1
K-OS,5995,4
K.I.Z.,242,4
KC and The Sunshine Band,26,1
KMFDM,162,6
KRS-One,280,1
KT Tunstall,16936,13
Kaada/Patton,132,2
Kacey Musgraves,5,1
Kacy Hill,38,1
Kai Tracid,175,2
Kailash Kher,170,1
Kaiser Chiefs,18970,19
Kaizers Orchestra,3044,7
Kajagoogoo,29,1
Kaki King,121,1
Kalafina,63,1
Kaleidoscope,24,1
Kali Uchis,16,1
Kalmah,1884,17
Kamaya Painters,480,1
Kamelot,7516,13
Kammarheit,243,2
Kamp!,4,1
Kana,13,1
Kandi,230,1
Kanka,174,1
Kansas,526,3
Kanye West,26219,22
Kaolin,1503,1
Kap Bambino,451,3
Karamelo Santo,39,1
Karen Dalton,226,3
Karen Elson,1511,1
Karen Matheson,57,1
Karen O and the Kids,5653,8
Karl Jenkins,39,1
Karmella's Game,1,1
Karmin,114,1
Karnivool,2110,6
Karpatenhund,249,2
Karsh Kale,399,1
Karunesh,3485,10
Kasabian,148,1
Kasey Chambers,621,1
Kasia Stankiewicz,1,1
Kaskade,5,1
Kat Dahlia,5,1
Kat DeLuna,169,2
Kataklysm,736,6
Katatonia,7156,34
Kate & Anna McGarrigle,130,1
Kate Bush,14373,28
Kate Havnevik,3727,2
Kate Nash,25430,9
Kate Ryan,6620,3
Kate Voegele,2740,3
Kate Walsh,131,1
Katharine McPhee,12,1
Katherine Jenkins,91696,2
Kathleen Edwards,938,2
Katie Melua,9443,10
Katy B,76,2
Katy Perry,27505,10
Kavinsky,399,3
Kayah i Bregović,4,1
Kayo Dot,820,3
Ke$ha,4888,8
Keane,5234,6
Keaton Henson,159,1
Keep Shelly In Athens,23,1
Keep of Kalessin,11,1
Keith Anderson,531,1
Keith Richards,2,1
Keith Whitley,73,1
Kele,172,1
Kelis,50,2
Kelley Polar,382,1
Kellie Pickler,2329,2
Kelly Clarkson,36319,8
Kelsey Lu,423,1
Ken Boothe,51,1
Ken Ishii,40,1
Kendrick Lamar,305,3
Kenny Burrell,869,2
Kenny Chesney,21,2
Kenny G,45,1
Kenny Loggins,36,1
Kenny Rogers & Dolly Parton,3212,1
Kenny Rogers & The First Edition,15,1
Kent,3025,24
Kenyon Hopkins,32,1
Keren Ann,4050,16
Keri Hilson,2997,1
Kerli,132,3
Kero Kero Bonito,15,1
Kettcar,2892,15
Kettel,10,1
Kevin Drew,104,1
Kevin Johansen,24,1
Kevin Kern,774,2
Kevin Rudolf,55,1
Keyshia Cole,4482,4
Keziah Jones,565,1
Khaled,2,1
Khalid,492,2
Khlyst,7,2
Kiasmos,25,2
Kid Cudi,120653,6
Kid Koala,2422,8
Kid Loco,204,1
Kid Rock,236,1
Kid Sister,1020,1
Kids in Glass Houses,1117,4
Kiesza,3,2
Kiiara,374,1
Kill Paris,19,1
Kill the Noise,2,1
Killer Mike,2,1
Killing Joke,2332,4
Killswitch Engage,5686,12
Kilo Kish,1,1
Kim Fox,616,1
Kim Mitchell,5,1
Kim Wilde,110,1
Kimbra,10,1
Kimya Dawson,14984,4
Kindness,677,1
King,559,1
King Curtis,438,1
King Diamond,490,5
King Dude,137,1
King Geedorah,347,2
King Krule,18,1
King Midas Sound,27,1
King Princess,37,2
King Sunny Ade,165,1
Kings of Convenience,34400,17
Kings of Leon,597299,20
Kinky,2109,2
Kip Moore,41,1
Kiss,21011,10
Kissin' Dynamite,146,1
Kitaro,584,6
Kittie,93,6
Kiuas,1482,21
Kivimetsän Druidi,252,6
Klaus Badelt,35774,10
Klaxons,7629,4
Kleerup,8164,4
Klute,90,2
Knife Party,47,1
Knights Of The Abyss,488,4
Kodaline,262,1
Kode9,1127,3
Kode9 & The Spaceape,159,3
Kollektiv Turmstrasse,62,1
Kombajn Do Zbierania Kur Po Wioskach,1,1
Kool & The Gang,130,2
Koop,10481,14
Korn,40137,18
Korpiklaani,6327,25
Kosheen,326,4
Kostia,53,1
Koushik,78,1
Kraftwerk,280,5
Krazy Baldhead,2,1
Kreator,21654,44
Kris Allen,15397,1
Kris Kristofferson,2,1
Krishna Das,1082,3
Kromestar,510,1
Kruder & Dorfmeister,1460,3
Krypteria,1588,10
Kula Shaker,636,7
Kult,146,1
Kultur Shock,96,2
Kurt Vile,2431,7
Kyau vs. Albert,2658,1
Kygo,9,1
Kylesa,524,2
Kylie Minogue,5748,10
Kyoto Jazz Massive,249,2
Kyte,26,1
Kyuss,197,2
L'Arc~en~Ciel,2110,14
L'Âme Immortelle,128,3
L7,3517,8
LCD Soundsystem,74225,20
LFO,313,3
LMC vs. U2,1,1
LMFAO,59,2
LTJ Bukem,144,3
La Bouche,66,1
La Dispute,166,1
La Grande Sophie,181,1
La Kinky Beat,76,1
La Phaze,225,1
La Roux,24939,10
La Rue Kétanou,3736,5
La Tordue,62,2
La Vela Puerca,145,1
LaVern Baker & Jimmy Ricks,515,1
Laakso,86,3
Labradford,85,2
Labyrinth,150,1
Lacrimosa,1404,5
Lacuna Coil,800,10
Lady Antebellum,85,3
Lady Gaga,156092,21
Lady Sovereign,2879,2
Ladyhawke,3070,6
Ladytron,14292,19
Lafee,113,1
Lagwagon,6423,10
Laibach,3611,5
Lake of Tears,200,4
Laleh,118,2
Lali Puna,1328,5
Lamb,4359,14
Lamb of God,7397,19
Lambchop,83,1
Lana Del Rey,361,7
Landon Pigg,2,1
Lao Che,115,3
Lapalux,63,1
Lara & Reyes,99,1
Lara Fabian,3307,1
Laraaji,1,1
Lard,235,2
Laroque,95,1
Las Ketchup,24,1
Lasgo,5607,1
Late Night Alumni,1591,1
Late of the Pier,1721,7
Laura Marling,20663,15
Laura Veirs,378,1
Laurent Garnier,1533,5
Laurie Anderson,112,2
Lawrence,8,1
Lawrence English,7,1
Layo & Bushwacka!,1,1
Le Click,1,1
Le Peuple de l'Herbe,1672,2
Le Tigre,1686,10
LeAnn Rimes,4,1
Leandra,9,1
Leaves' Eyes,5,1
Lebo M,1948,1
Led Zeppelin,3815,20
Lee Ann Womack,1601,1
Lee Brice,73,2
Lee Fields & The Expressions,350,2
Lee Ritenour,160,1
Leena Conquest,1044,1
Left Lane Cruiser,117,1
Leftfield,3822,13
Leftöver Crack,7903,9
Legião Urbana,748,2
Lemon Jelly,2995,2
Lemongrass,2011,6
Lena,28,1
Lene Marlin,556,2
Leng Tch'e,61,2
Lenka,950,2
Lenny Kravitz,486,6
Leo Sayer,23,2
Leon Bridges,66,1
Leon Russell,11,1
Leona Lewis,25069,4
Leonard Cohen,9957,14
Leprous,13,1
Leroy Hutson,42,1
Les Claypool,556,6
Les Claypool's Frog Brigade,970,2
Les Discrets,256,1
Les Nubians,932,3
Les Négresses Vertes,315,2
Les Rita Mitsouko,150,2
Les Rythmes Digitales,381,2
Les Savy Fav,2278,6
Lesiëm,134,2
Less Than Jake,6926,27
Letherette,1,1
Letzte Instanz,135,2
Leviathan,3,1
Lewis Watson,810,1
Lhasa,113,1
Lhasa de Sela,1418,3
Lia Ices,200,1
Liaisons Dangereuses,252,1
Lianne La Havas,30,1
Liars,8614,35
Liesbeth List,23,1
Life Cried,5,1
Life Without Buildings,189,1
Lifehouse,16747,12
Lifelike,67,1
Lifelover,390,12
Lifetime,31,1
Light This City,108,2
Lighthouse Family,1442,3
Lightning Bolt,1673,26
Lightning Dust,23,1
Lights,543,1
Lights Out Asia,17,1
Lightspeed Champion,325,2
Lil Tecca,42,1
Lil Twist,14,1
Lil' Flip,17,1
Lil' Kim,55,1
Lil' Wayne,17066,2
Lila Downs,4236,2
Lilly Wood & The Prick,6,1
Lily Allen,78590,10
Limewax,11,1
Limp Bizkit,3272,15
Lindsay Lohan,3226,6
Lindsey Stirling,13,1
Lindstrøm,55,2
Linkin Park,3881,17
Lionel Richie,61,3
Liquid Tension Experiment,13701,10
Lisa Ekdahl,1471,2
Lisa Gerrard,8737,9
Lisa Hannigan,3872,3
Lisa Loeb,2135,3
Lisa Mitchell,43,1
Lisa Shaw,12,1
Lissie,217,1
Lit,11826,4
Lite,866,3
Little Anthony & the Imperials,1,1
Little Big Town,33,1
Little Boots,2146,1
Little Dragon,321,4
Little Feat,398,2
Little Joy,8991,7
Little Man Tate,476,5
Little Mix,1093,2
Little People,9700,5
Little Richard,7,1
Little River Band,534,1
Little Texas,118,1
Little Walter,2,1
Liturgy,145,1
Liv,75,1
Liv Kristine,87,4
Live,15766,17
Living Colour,12,1
Liz Phair,6296,9
Lizz Wright,142,1
Lizzo,76,2
Lizzy Mercier Descloux,17,2
Llewellyn,129,3
Llorca,133,3
Lloyd,6312,5
Lloyd Banks,200,2
Lloyd Cole and The Commotions,53,1
Lloyd Price,15,1
Lo-Fi-Fnk,601,3
Local H,6267,4
Local Natives,53213,12
Lock Up,36,1
Loco Dice,182,3
Locrian,22,1
Loggins & Messina,44,1
Logistics,807,11
Logo,5,1
Loleatta Holloway,1729,1
Lolene,39,1
London After Midnight,1613,8
London Elektricity,2663,20
London Grammar,654,2
Londonbeat,4534,1
Lonestar,5117,3
Long Beach Dub All Stars,1968,4
Long Beach Shortbus,893,4
Long Distance Calling,579,6
Looking Glass,5,1
Loona,638,1
Looptroop,21788,5
Looptroop Rockers,244,1
Lord Huron,2,1
Lorde,173,2
Lordi,1729,4
Lords of Acid,96,1
Lordsong,90,1
Loreena McKennitt,3204,7
Loretta Lynn,63,2
Lorn,50,4
Los Auténticos Decadentes,1211,1
Los Bravos,94,1
Los Cafres,60,1
Los Cojolites,128,1
Los Delinqüentes,1218,3
Los Fabulosos Cadillacs,23509,10
Los Hermanos,91,3
Los Lobos,732,2
Los Látigos,152,1
Los Pericos,12045,2
Los Rodríguez,3143,1
Los Titanes,25,1
Loscil,25,2
Lou Reed,15147,7
Louie Austen,1475,1
Louis Armstrong,140,2
Louis Prima,60,1
Louise Attaque,4867,15
Lovage,34,3
Love,3399,6
Love And Rockets,30,1
Love Is All,399,4
Love Like Blood,6,1
Lovehatehero,450,7
Loverboy,251,1
Low,4604,22
Lower Definition,34,1
Lower Dens,156,4
Lowlife,5,1
Lu,7110,1
Luciana Souza,127,1
Luciano Pavarotti,83,1
Lucienne Boyer,94,1
Lucinda Williams,1453,4
Lucky Soul,97,1
Ludacris,6585,3
Ludovico Einaudi,34315,34
Ludwig van Beethoven,1544,4
Luigi Boccherini,106,1
Luis Fonsi,3340,1
Luis Miguel,1953,1
Luiz Bonfá,24,1
Luke Bryan,48725,10
Luke Vibert,275,6
Lukid,1697,2
Lullatone,186,3
Lulu Rouge,499,4
Luna,15,1
Luna Mortis,276,1
Lunascape,10,1
Lunatic Soul,1157,2
Lunatica,453,4
Lunchmoney Lewis,15,1
Luniz,5,1
Luomo,718,9
Lupe Fiasco,955,3
Lush,3064,15
Lusine,484,11
Lustmord,89,2
Lutan Fyah,109,1
Luther Vandross,34,1
Lycia,143,1
Lydia,174,2
Lyfe Jennings,9,1
Lykke Li,26413,10
Lyle Lovett,6,1
Lymbyc Systym,216,2
Lynyrd Skynyrd,2020,7
Léo Delibes,17,1
Lô Borges,60,1
M. Ward,13773,11
M.I.A.,7274,12
M6,266,1
M83,44652,28
MAE,19208,10
MC Chris,217,1
MC Solaar,3245,2
MC5,156,2
MDC,96,3
METZ,547,1
MF DOOM,3174,7
MGMT,37796,14
MRK1,525,2
MSTRKRFT,20903,8
MU330,824,3
MUD,6543,1
Maanam,328,3
Mac DeMarco,1733,4
Mac Miller,417,3
Macabre,46,2
Macaco,8048,7
Macbeth,2,1
Machinae Supremacy,1595,8
Machine Head,576,5
Machinemade God,15,1
Macklemore & Ryan Lewis,363,1
Macy Gray,1066,5
Mad Caddies,5111,25
Mad Season,6671,7
Madeleine Peyroux,10727,8
Madeon,1,1
Madlib,884,3
Madness,3839,9
Madonna,13750,21
Madredeus,24,1
Madrugada,104,3
Madsen,55,4
Maduk,1,1
Madvillain,10268,10
Maethelvin,23,1
Magic!,303,1
Magik Markers,5,1
Magna Canta,38,2
Magnolia Electric Co.,92,1
Mahavishnu Orchestra,346,4
Mahmoud Ahmed,161,1
Major Lance,55,1
Major Organ And The Adding Machine,37,1
Make Them Suffer,466,3
Mala,14,2
Malajube,89,1
Mamonas Assassinas,1871,2
Man Man,2764,2
Man Overboard,13,1
Man With No Name,15,1
Manchester Orchestra,7372,12
Mandalay,190,1
Mando Diao,11511,38
Mandy Moore,4245,2
Manian,845,1
Manic Street Preachers,265,6
Mannheim Steamroller,2,1
Mano Negra,1984,3
Manowar,3695,17
Mansun,12188,1
Manu Chao,7977,11
Manu Dibango,90,1
Manual,120,1
Maor Levi,387,1
Maps,985,3
Maps & Atlases,259,1
Marc Anthony,2842,1
Marc Cohn,596,1
Marc Lavoine,215,1
Marc Romboy,138,1
Marcel Dettmann,30,1
Marcel Woods,681,1
Marco V,875,2
Marcomé,39,1
Marcy Playground,617,3
Marduk,679,20
Marek Grechuta,25,2
Marek Hemmann,785,2
Margot & the Nuclear So and So's,1278,4
Maria Callas,33,1
Maria McKee,960,2
Maria Mena,1595,6
Maria Muldaur,2159,1
Maria Peszek,271,3
Maria Rita,100,1
Maria Taylor,2234,2
Mariah Carey,12979,14
Marianne Faithfull,43,1
Marie Serneholt,150,1
Marika,201,2
Marillion,86,2
Marilyn Manson,49567,27
Marina & the Diamonds,14528,7
Mario,220,1
Mario Vazquez,315,1
Marisa Monte,789,1
Marissa Nadler,569,6
Mariza,5202,4
Marjorie Estiano,103,1
Mark Knight & Funkagenda,1555,1
Mark Knopfler,8146,18
Mark Kozelek,550,1
Mark Lanegan,294,6
Mark Mothersbaugh,459,1
Mark Ronson,172,2
Mark Wills,965,1
Markus Krunegård,165,1
Markus Schulz,129,1
Marnie Stern,147,1
Maroon 5,31334,16
Martha Reeves & The Vandellas,5,1
Martha Wainwright,852,3
Martha and the Muffins,123,1
Martika,61,1
Martin Buttrich,1,1
Martin Garrix,252,2
Martin O'Donnell & Michael Salvatori,1081,1
Martin Tungevaag,20,1
Martina McBride,2198,2
Martina Topley-Bird,3243,11
Marty Robbins,6,1
Martyn,752,1
Marvin Gaye,4276,12
Marvin Pontiac,37,1
Mary Chapin Carpenter,1158,3
Mary Gauthier,344,2
Mary J. Blige,1776,3
Mary Jane Girls,3,1
Maskinen,351,1
Mason,1271,1
Mason Jennings,26,2
Mason vs Princess Superstar,5,1
Massive Attack,55287,43
Master Blaster,205,1
Masterplan,3224,11
Mastodon,10429,29
Mat Kearney,6735,3
Matchbook Romance,1670,6
Matchbox Twenty,6586,7
Mateo Messina,1013,1
Mates of State,68,1
Mathew Jonson,13,1
